일시,전압,전류,출력,전압(RS),전압(ST),전압(TR),전류(R),전류(S),전류(T),출력,누적발전량,주파수,역률,경사,수평,모듈(℃),외기(℃)
2022-01-24 12:00,640.5,10.4,6.67,385.88,388.48,386.08,1.3,15,15.3,7.06,"216,598.00",60,99.9,83.87,85.84,5.700000763,4.6
2022-01-24 12:30,646,11.2,7.29,380.28,383.68,381.28,1.6,16.3,16.7,7.64,"216,601.09",59.9,99.9,91.35,92.53,5.200000763,4.5
2022-01-24 13:00,638.5,12.3,7.88,375.68,378.78,376.72,1.6,17.9,18.2,8.22,"216,605.09",59.9,99.9,100.8,101.98,6.100000381,4.8
2022-01-24 13:30,642.5,13.3,8.61,378.54,381.55,379.34,1.8,19.4,19.9,9.02,"216,609.41",59.9,99.9,115.37,116.55,6.399999619,5
2022-01-24 14:00,637,10.9,7.01,375.72,378.88,376.18,1.2,16.3,16.7,7.45,"216,613.41",59.9,99.9,86.63,88.59,6.200000763,4.8
2022-01-24 14:30,625.5,9.1,5.79,375.48,378.48,375.98,0.8,14,14.3,6.34,"216,617.00",59.9,99.9,69.3,70.88,5.600000381,4.7
2022-01-24 15:00,624,7.4,4.65,374.98,377.33,375.42,0.8,11.8,12,5.34,"216,620.00",60,99.9,51.19,53.16,4.899999619,4.5
2022-01-24 15:30,629,6.7,4.22,377.48,379.54,377.58,0.9,11,11.1,5.03,"216,622.41",60,99.9,44.1,46.46,4.799999237,4.5
2022-01-24 16:00,625,4.9,3.17,381.42,383.42,381.32,1,9.7,9.6,4.48,"216,625.00",59.9,99.9,29.14,31.89,4.399999619,4.2
2022-01-24 16:30,602.5,3.2,1.93,379.86,381.82,380.04,1.4,9.1,8.9,4.27,"216,627.00",60,99.9,11.02,14.96,3.899999619,4
2022-01-24 17:00,484,2.6,1.3,379.42,381.3,379.4,1.7,9.3,8.8,4.35,"216,629.00",60,0,0,9.06,3.299999237,3.7
2022-01-25 8:00,587.5,3,1.81,386.58,388.88,387.48,1.5,8.7,8.4,4.17,"216,629.00",59.9,99.9,0,11.42,2.5,2.8
2022-01-25 8:30,615.5,4.3,2.72,380.47,382.07,380.42,1.3,9,8.9,4.22,"216,630.00",59.9,99.9,19.29,23.23,3,3
2022-01-25 9:00,624.5,6.1,3.83,376.67,378.27,376.77,1,10.2,10.2,4.66,"216,632.09",60,99.9,37.41,40.16,3.899999619,2.9
2022-01-25 9:30,618,5.4,3.38,377.42,378.82,377.02,1.1,9.8,9.7,4.49,"216,634.50",60,99.9,30.71,33.86,3.799999237,3.1
2022-01-25 10:00,634,6.5,4.09,376.15,377.89,376.05,1.1,10.7,10.7,4.9,"216,637.00",60,99.9,42.92,45.28,4.100000381,3.2
2022-01-25 10:30,634,6,3.87,377.25,378.68,376.78,0.9,10.4,10.4,4.73,"216,639.20",60,99.9,39.38,42.13,4.200000763,3.3
2022-01-25 11:00,632,5.5,3.55,376.28,378.08,376.18,1,10,10,4.57,"216,642.00",60,99.9,33.86,37.01,4.399999619,3.5
2022-01-25 11:30,629,5.9,3.77,377.58,379.26,377.18,0.9,10.3,10.4,4.72,"216,644.00",60,99.9,37.41,40.16,4.399999619,3.5
2022-01-25 12:00,624,8.2,5.21,387.22,389.06,386.96,1.2,12.4,12.5,5.85,"216,646.50",60,99.9,61.82,63.79,6,4.2
2022-01-25 12:30,628,8.7,5.52,377.72,380.32,378.02,0.9,13.3,13.5,6.06,"216,649.50",60,99.9,67.72,69.69,6.899999619,4.5
2022-01-25 13:00,629,8.2,5.21,375.02,377.68,375.58,0.8,12.6,12.8,5.7,"216,653.00",59.9,99.9,59.06,61.03,7.600000381,5.2
2022-01-25 13:30,625,8,5.05,377.98,379.92,378.18,0.7,12.3,12.5,5.58,"216,655.20",59.9,99.9,55.91,58.28,6.899999619,5.1
2022-01-25 14:00,635,9.5,6.1,375.72,378.22,376.42,0.9,14.5,14.8,6.58,"216,659.00",59.9,99.9,73.24,75.6,8.100000381,5.6
2022-01-25 14:30,629,11.4,7.24,377.98,380.38,378.76,1.7,16.7,17.1,7.78,"216,662.41",59.9,99.9,94.11,95.68,9.5,6.2
2022-01-25 15:00,629,16.2,10.24,379.17,381.88,379.92,2.9,23.3,23.9,11.01,"216,666.50",60,99.9,144.51,145.69,9.399999619,6.4
2022-01-25 15:30,635,12.6,8.01,379.74,381.74,379.78,1.8,18.4,18.8,8.57,"216,671.09",60,99.9,109.86,111.04,10.39999962,7.2
2022-01-25 16:00,598,10.4,6.39,382.98,385.12,383.32,1.2,14.9,15.2,6.94,"216,675.20",59.9,99.9,94.89,96.47,10.10000038,7.3
2022-01-25 16:30,617,5.5,3.47,376.08,377.88,376.53,0.9,10.1,10.2,4.62,"216,678.00",59.9,99.9,35.83,38.19,7.600000381,6.6
2022-01-25 17:00,606.5,3,1.89,375.54,376.94,375.92,1.2,9,8.8,4.13,"216,680.00",59.9,99.9,12.21,16.14,6.399999619,6.4
2022-01-25 17:30,266,2.4,0.67,376.08,377.22,376.18,1.5,8.9,8.5,4.11,"216,682.00",59.9,0,0,0,5.600000381,6
2022-01-26 7:30,481.5,2.9,1.43,382.71,384.15,382.61,1.4,8.8,8.5,4.14,"216,682.00",59.9,0,0,0,1,2.9
2022-01-26 8:00,636,5.3,3.42,387.62,389.52,387.66,1.2,9.4,9.4,4.48,"216,682.30",60,99.9,26.77,29.14,1.899999619,3.1
2022-01-26 8:30,658,11.5,7.64,381.88,384.38,382.08,1.4,16.9,17.1,7.83,"216,685.30",60,99.9,82.69,86.23,3.5,3.2
2022-01-26 9:00,653.5,18,11.84,382.23,385.02,382.52,3.2,26.2,26.8,12.45,"216,690.41",60,99.9,139.39,143.72,5.899999619,3.7
2022-01-26 9:30,650,27.6,17.97,382.23,385.93,383.19,7.8,40.2,41,19.75,"216,699.00",59.9,99.9,224.83,233.89,9.100000381,4.9
2022-01-26 10:00,627,36.5,23.08,382.12,386.02,383.02,15.4,51.8,53.6,26.79,"216,710.00",60,99.9,325.24,332.72,14.59999847,5.8
2022-01-26 10:30,595.5,42.3,25.35,383.06,387.22,384.25,15.5,57.5,60,29.59,"216,724.00",60,99.9,369.34,378.79,19.59999847,7.7
2022-01-26 11:00,617.5,44.5,27.61,385.28,389.64,387.02,19.1,61.1,63.9,32.27,"216,739.50",60,99.9,416.98,425.25,19.20000076,8.1
2022-01-26 11:30,636,44.7,28.71,385.43,390.48,387.43,14.9,64.4,67.2,32.86,"216,755.59",60,99.9,443.36,452.02,20.79999924,9.2
2022-01-26 12:00,625,49.5,29.82,384.84,389.97,387.73,23.7,67.3,69.2,35.91,"216,772.09",60,99.9,474.86,485.49,21.90000153,9
2022-01-26 12:30,615,45.1,28.84,380.68,385.94,383.88,22,62.6,65,33.19,"216,788.50",60.1,99.9,470.92,480.77,22.59999847,8.7
2022-01-26 13:00,629,43.1,28.35,381.28,386.48,384.68,19.9,61.6,64.6,32.47,"216,804.59",59.8,99.9,466.99,476.04,21,9.2
2022-01-26 13:30,614,45.4,28.22,381.08,385.87,383.87,21.8,61.3,64,32.64,"216,820.80",60,99.9,470.53,479.98,21.59999847,9
2022-01-26 14:00,584,41.4,24.1,381.85,385.98,384.25,14.9,54.2,56.6,27.92,"216,836.00",59.9,99.9,399.26,405.56,19.70000076,10.6
2022-01-26 14:30,590,36.1,21.21,382.41,386.81,384.91,12.8,47.4,49.5,24.41,"216,849.00",60,99.9,355.56,361.46,16.70000076,10.5
2022-01-26 15:00,595,28.8,17.2,382.45,386.65,384.25,9,38.5,40.2,19.5,"216,860.00",59.9,99.9,303.58,309.49,13.5,9.7
2022-01-26 15:30,626,21.7,13.74,382.42,386.38,384.08,5.3,31.2,32.1,15.25,"216,868.50",60,99.9,250.43,255.54,12.29999924,10
2022-01-26 16:00,607,13.6,8.28,383.72,386.52,384.22,2.4,19,19.4,9.07,"216,874.00",59.9,99.9,177.19,181.52,10.20000076,9
2022-01-26 16:30,619,7.9,4.9,379.38,381.58,379.62,1.1,12.5,12.8,5.8,"216,878.00",60,99.9,116.94,120.49,7.899999619,8.9
2022-01-26 17:00,624,4.7,2.96,378.92,380.92,379.22,1,9.6,9.6,4.43,"216,880.09",59.9,99.9,44.89,48.04,5.399999619,7.4
2022-01-26 17:30,578,2.5,1.5,379.46,380.92,379.46,1.5,9,8.7,4.21,"216,882.30",59.9,99.9,0,9.06,3.5,6.4
2022-01-27 7:30,461.5,2.9,1.4,384.63,387.13,385.48,1.3,8.8,8.4,4.12,"216,883.00",59.9,0,0,0,-0.299999237,1.6
2022-01-27 8:00,660.5,6.4,4.29,389.53,392.73,390.41,0.9,10.6,10.6,4.99,"216,883.30",59.9,99.9,36.22,40.56,0.5,1.6
2022-01-27 8:30,665.5,16.4,10.95,378.32,381.72,379.48,2.7,24.1,24.5,11.27,"216,887.20",60,99.9,116.94,125.61,3.700000763,2.3
2022-01-27 9:00,648,26.6,17.17,380.68,384.42,382.52,7.2,38.3,39.4,18.78,"216,895.00",59.9,99.9,200.42,213.41,7,2.7
2022-01-27 9:30,625,24.2,15.08,378.68,382.47,380.47,6.6,34.2,35.3,16.75,"216,906.09",59.9,99.9,176.01,190.18,9.5,3.4
2022-01-27 10:00,601.5,43.7,26.11,380.22,384.88,382.38,17.1,58.7,61.2,30.31,"216,919.09",59.9,99.9,374.46,394.14,14,4.3
2022-01-27 10:30,626,44,28.07,382.73,387.62,385.22,20.3,61.2,63.8,32.37,"216,934.70",59.9,99.9,422.89,440.61,20.59999847,7
2022-01-27 11:00,610.5,49,29.45,383.19,388.11,385.72,12.8,67.4,69.5,33.41,"216,951.09",60,99.9,455.96,469.74,21.40000153,8.3
2022-01-27 11:30,580,36.3,21.97,381.88,386.42,384.58,12.8,47.7,49.6,24.48,"216,967.41",60,99.9,317.36,329.57,19.79999924,8.4
2022-01-27 12:00,641,46.6,29.62,386.42,391.37,389.37,21.4,63.3,66.1,33.94,"216,983.91",59.9,99.9,476.83,496.52,18.40000153,8.2
2022-01-27 12:30,365.5,61.6,22.5,388.02,392.88,390.98,12.7,51.1,53.4,26.49,"217,001.30",59.9,99.9,483.13,500.85,19.70000076,8.9
2022-01-27 13:00,637,46.1,30.31,387.54,392.97,391.11,20.8,68.3,69.8,35.91,"217,018.00",59.8,99.9,520.54,537.08,20.40000153,9
2022-01-27 13:30,637,49.1,31.03,388.08,392.93,391.5,24.5,65.6,68.8,35.92,"217,029.30",59.8,99.9,534.71,551.25,14.29999924,7.7
2022-01-27 14:00,595.5,36.4,21.64,385.54,390.04,387.54,12.8,48.4,50.2,24.98,"217,044.50",59.9,99.9,345.71,355.56,13.59999847,7.5
2022-01-27 14:30,598,41,24.19,385.65,390.75,388.25,16.1,53.4,55.8,28.14,"217,056.30",60.1,99.9,402.02,414.23,14.79999924,8
2022-01-27 15:00,615,30.8,18.82,385.08,388.82,386.58,11.3,41.6,43.8,21.63,"217,068.00",59.9,99.9,319.73,329.17,14.59999847,8.6
2022-01-27 15:30,633,23,14.76,384.65,388.85,386.45,6.5,33,33.8,16.39,"217,078.09",60,99.9,253.18,260.66,12.09999847,8
2022-01-27 16:00,631,13.6,8.62,383.42,386.28,384.68,2.4,19.7,20.2,9.41,"217,084.20",60,99.9,180.34,187.82,8.700000763,7.2
2022-01-27 16:30,629,8.8,5.56,383.43,386.03,384.23,1,13.6,13.9,6.34,"217,088.09",59.9,99.9,123.64,129.15,7,7.1
2022-01-27 17:00,631,5,3.2,382.48,384.57,382.97,1,9.8,9.9,4.58,"217,091.00",59.9,99.9,50.79,54.34,3.899999619,5.5
2022-01-27 17:30,596,2.8,1.72,382.33,383.63,381.88,1.4,8.9,8.7,4.2,"217,093.00",60,99.9,10.24,12.99,2.399999619,4.5
2022-01-28 7:30,530.5,3,1.68,388.08,390.02,388.58,1.6,8.8,8.5,4.25,"217,094.00",59.9,99.9,0,0,-2,-0.4
2022-01-28 8:00,676.5,9.9,6.77,387.79,390.66,388.09,0.9,14.6,14.8,6.81,"217,095.00",60,99.9,64.97,71.66,-0.700000763,0
2022-01-28 8:30,670.5,20.5,13.86,385.22,388.82,386.32,3.8,30.2,30.8,14.49,"217,099.09",59.9,99.9,148.05,161.44,1.200000763,-0.1
2022-01-28 9:00,652,29.5,19.31,382.58,386.78,383.92,9.4,42.8,44.1,21.41,"217,108.00",60,99.9,222.47,241.37,4.899999619,0.5
2022-01-28 9:30,640,38,24.1,383.38,387.52,384.62,14.1,53.4,55.4,27.37,"217,120.50",59.9,99.9,302.4,339.81,9.399999619,1.5
2022-01-28 10:00,623,44.7,27.46,383.62,388.28,384.82,12.6,58.9,61.5,29.66,"217,135.30",60,99.9,401.23,426.43,14,2.5
2022-01-28 10:30,627,45.1,29.47,384.02,388.86,385.28,11.9,68.4,70.5,33.68,"217,151.70",59.9,99.9,455.96,481.95,19.79999924,4.6
2022-01-28 11:00,569.5,56.6,32.45,384.3,388.7,386.02,23.1,71.6,74.2,37.73,"217,169.70",59.9,99.9,504.39,528.41,22.70000076,6.7
2022-01-28 11:30,583,58.8,34.21,385.15,390.18,387.28,27.6,74.2,76.5,39.96,"217,189.20",60,99.9,499.27,524.47,23.5,7.3
2022-01-28 12:00,589,57.5,33.85,387.28,391.88,390.16,25.2,72.7,75.6,39.11,"217,208.91",60,99.9,513.84,540.22,20.59999847,7
2022-01-28 12:30,569,56.7,32.63,383.92,389.32,386.98,23.5,71.7,74.4,37.95,"217,228.09",59.9,99.9,509.51,540.62,17.09999847,6.3
2022-01-28 13:00,592,53.7,31.71,381.98,387.08,384.92,23.2,69.2,71.6,36.49,"217,246.91",60,99.9,500.06,525.66,19.40000153,6.9
2022-01-28 13:30,595.5,51.7,30.23,383.22,387.74,385.86,21.2,66.8,69.5,35.13,"217,265.00",60,99.9,480.38,504.79,18.79999924,6.5
2022-01-28 14:00,551.5,48.3,26.88,382.88,386.68,384.28,18.5,60.1,62.7,31.42,"217,281.00",59.9,99.9,443.76,466.59,14.29999924,5.8
2022-01-28 14:30,597,39.8,23.78,386.47,390.88,388.37,13.7,53.3,55.7,27.57,"217,295.59",59.9,99.9,393.36,413.04,14.70000076,6.4
2022-01-28 15:00,609.5,31.1,18.9,383.32,387.42,384.42,9.6,42.4,44.3,21.44,"217,308.00",60,99.9,331.14,348.47,12.20000076,6.1
2022-01-28 15:30,638,22.2,14.22,383.42,386.68,383.88,6.1,32.1,33.1,15.85,"217,317.41",59.9,99.9,261.84,275.23,10.10000038,6.3
2022-01-28 16:00,620,13.5,8.45,383.08,385.18,382.88,2.6,19.3,19.8,9.24,"217,323.41",60,99.9,189,198.84,7.399999619,5.4
2022-01-28 16:30,622,7.6,4.76,383.28,384.38,382.58,1.1,12,12.3,5.62,"217,327.09",60,99.9,124.43,131.12,4.899999619,5.4
2022-01-28 17:00,635,4.8,3.11,379.58,380.58,378.83,1.2,9.7,9.7,4.51,"217,330.00",60,99.9,60.24,64.57,2.5,4.6
2022-01-28 17:30,622.5,2.9,1.82,381.05,381.6,380.4,1.4,8.9,8.7,4.18,"217,332.00",60,99.9,9.84,12.6,0.299999237,3.5
2022-01-29 8:00,679.5,9.9,6.74,388.72,390.42,388.32,0.9,14.5,14.6,6.74,"217,392.00",59.9,99.9,61.03,67.72,-2.5,-1.5
2022-01-29 8:30,535.5,27.6,14.79,388.86,391.68,389.48,6.2,32,33,16.05,"217,392.00",60,99.9,160.26,176.4,1.700000763,-0.7
2022-01-29 9:00,578,34.4,19.91,392.63,396.12,393.92,9.7,43.2,44.6,22.22,"217,392.00",59.9,99.9,239.4,262.24,5.799999237,0.2
2022-01-29 9:30,613,40.5,25.27,390.71,394.92,392.23,9.8,55.2,57.3,27.77,"217,392.00",59.9,99.9,317.76,366.58,10.10000038,1.6
2022-01-29 10:00,605.5,45.8,28.33,391.24,395.59,392.96,11.3,64.3,66.6,32.35,"217,392.00",60,99.9,418.95,452.81,16.59999847,3.1
2022-01-29 10:30,612.5,50,30.89,390.63,395.18,392.88,23,65.1,68.1,35.49,"217,393.50",60,99.9,478.41,511.88,20.59999847,5.6
2022-01-29 11:00,563,56.8,33.03,391.18,395.92,394.28,24.2,70.8,73.7,38.43,"217,412.30",60,99.9,524.87,556.76,24.5,7.5
2022-01-29 11:30,581.5,58.8,34.43,391.98,396.98,395.55,25.4,75,77.8,40.7,"217,431.80",60,99.9,512.27,547.31,21.40000153,7.9
2022-01-29 12:00,580,59.9,34.49,392.1,397.24,395.26,24.6,74.1,77.3,40.2,"217,451.91",59.9,99.9,527.23,563.46,20.40000153,6.6
2022-01-29 12:30,582,57.8,33.21,389.62,394.48,392.88,24.8,71,73.8,38.49,"217,471.59",60,99.9,526.05,561.09,17,6.6
2022-01-29 13:00,572,55.6,32.15,383.56,389.13,387.46,12.6,77,79.1,37.78,"217,490.80",60,99.9,514.63,543.77,21,6.9
2022-01-29 13:30,321.5,60.2,19.35,387.23,391.32,389.38,10.4,44.5,46.4,22.81,"217,509.09",59.9,99.9,493.37,524.47,18.70000076,6.9
2022-01-29 14:00,580,48.2,27.62,386.28,391.42,389.38,18.1,61.6,64.6,32.48,"217,525.41",59.9,99.9,456.75,485.49,16.5,6.2
2022-01-29 14:30,575,42.4,24.28,388.01,393.06,391.42,13.8,54.6,56.8,28.32,"217,540.30",60,99.9,407.53,431.16,15.79999924,7
2022-01-29 15:00,599,33,19.84,387.68,391.68,390.04,11.1,43.9,46,22.77,"217,553.09",60,99.9,350.83,371.7,12.40000153,6.8
2022-01-29 15:30,635,23.6,15.09,388.22,391.78,389.98,6.6,33.5,34.6,16.85,"217,563.09",59.9,99.9,287.04,302.79,11.60000038,7.6
2022-01-29 16:00,601,14.4,8.72,387.52,389.72,388.24,2.5,19.5,20.1,9.45,"217,569.50",59.9,99.9,214.59,227.19,8.5,6.5
2022-01-29 16:30,580,7.6,4.5,386.47,387.98,386.24,1.2,11.6,11.8,5.5,"217,573.20",59.9,99.9,141.36,149.23,5,5.8
2022-01-29 17:00,636,4.6,2.97,385.92,387.34,385.72,1.4,9.5,9.5,4.55,"217,576.00",60,99.9,77.18,81.9,2.299999237,4.2
2022-01-29 17:30,607,3,1.85,385.64,386.64,384.84,1.5,8.8,8.7,4.23,"217,578.00",60,99.9,10.63,12.99,0,3.4
2022-01-30 7:30,549.5,3.2,1.78,388.23,390.37,388.63,1.6,8.8,8.5,4.25,"217,579.00",60,99.9,0,0,-4.199999809,-2.7
2022-01-30 8:00,678,12.7,8.63,388.48,391.28,388.98,1,18.3,18.5,8.51,"217,580.30",60,99.9,83.47,92.14,-1.799999237,-1.8
2022-01-30 8:30,666,22.8,15.28,388.68,392.48,390.07,5,32.8,33.7,16.14,"217,586.30",59.9,99.9,163.01,179.94,1.5,-1.1
2022-01-30 9:00,651.5,32.4,21.25,390.18,394.69,392.48,11.6,45.5,47.6,23.77,"217,596.30",59.9,99.9,246.49,270.51,4.700000763,-0.5
2022-01-30 9:30,622,40.3,25.16,390.48,395.46,392.97,13.6,55.3,57.6,28.76,"217,609.50",59.9,99.9,313.03,365.01,7.899999619,0.3
2022-01-30 10:00,631.5,45.7,28.32,390.15,395.39,392.36,19.8,59.6,62,32.11,"217,625.00",60,99.9,419.74,455.17,14.79999924,2.2
2022-01-30 10:30,594,53.9,31.88,391.11,396.65,394.1,21.6,68.3,71,36.67,"217,641.91",59.9,99.9,481.56,516.6,20.59999847,5
2022-01-30 11:00,576.5,58.9,34.13,391.26,396.12,394.22,22.7,74.9,77.4,39.87,"217,661.20",59.8,99.9,529.59,568.18,19,5.8
2022-01-30 11:30,580,60.4,35.05,390.51,396.87,394.33,12.2,82.5,84.1,40.8,"217,681.59",59.8,99.9,515.42,551.64,19.90000153,6.3
2022-01-30 12:00,648,48.2,31.8,390.78,396.64,394.48,23,69.8,71.4,37.43,"217,699.41",60,99.9,530.38,571.72,18,6.4
2022-01-30 12:30,590,58.9,34.05,390.18,395.84,393.77,25.2,71.8,73.8,38.86,"217,717.91",60.1,99.9,533.92,573.69,16.29999924,4.8
2022-01-30 13:00,633,47.9,30.5,389.22,395.22,392.57,13.5,68.2,69.8,34.41,"217,735.80",59.8,99.9,524.08,559.52,20,6.1
2022-01-30 13:30,332,56.6,18.85,390.28,393.96,392.08,8.8,43.4,44.8,21.99,"217,753.50",59.9,99.9,468.96,501.64,17.70000076,6.2
2022-01-30 14:00,607.5,46.1,27.95,389.37,394.38,392.13,18.3,61.3,63.6,32.47,"217,769.70",60,99.9,463.05,493.37,14.70000076,5.6
2022-01-30 14:30,586.5,42.6,25.08,389.56,394.23,392.34,14.4,56.2,58.9,29.37,"217,785.20",60,99.9,417.77,442.18,15.90000153,6.4
2022-01-30 15:00,606,33.6,20.4,389.13,393.58,391.68,11.4,44.9,47,23.39,"217,798.09",60,99.9,357.92,378,11.39999962,5.4
2022-01-30 15:30,638,24.2,15.44,388.85,392.48,390.68,6.8,34.3,35.5,17.31,"217,808.30",60,99.9,291.38,308.7,9.700000763,5.8
2022-01-30 16:00,605,14.4,8.8,387.23,390.73,388.33,2.4,19.7,20.3,9.53,"217,815.00",60,99.9,215.77,228.38,8,5.5
2022-01-30 16:30,585.5,7.4,4.44,385.78,388.08,386.08,1.2,11.5,11.8,5.47,"217,819.00",59.9,99.9,144.51,152.77,4.700000763,5.4
2022-01-30 17:00,641,4.7,3,385.52,386.98,384.72,1.2,9.5,9.5,4.5,"217,821.09",59.9,99.9,79.54,84.66,2,3.8
2022-01-30 17:30,608.5,3.1,1.9,384.37,385.58,383.68,1.4,8.9,8.7,4.22,"217,823.30",59.9,99.9,11.02,13.78,-0.200000763,2.8
2022-01-31 7:30,587.5,3.3,1.94,389.42,391.62,390.32,1.3,8.8,8.5,4.2,"217,824.41",59.9,99.9,0,0,-3.5,-1.3
2022-01-31 8:00,674.5,13.3,9.05,390.42,393.33,391.22,1.4,19,19.4,9.01,"217,826.09",59.9,99.9,88.59,98.04,-0.5,-0.5
2022-01-31 8:30,657.5,24.8,16.32,391.63,395.22,393.43,6.6,34.6,35.8,17.52,"217,833.00",59.9,99.9,175.61,193.73,2.399999619,0
2022-01-31 9:00,647,33.3,21.52,392.28,396.82,394.62,12.3,46.1,48.2,24.33,"217,843.30",59.9,99.9,252.39,277.2,6.5,1.2
2022-01-31 9:30,613,42.3,25.89,392.05,396.98,394.68,14.5,57.1,59.7,29.97,"217,856.80",59.8,99.9,328.39,383.91,11.10000038,2.6
2022-01-31 10:00,608.5,45.4,28.77,391.95,397.2,395.1,18.3,62.5,65.2,33.35,"217,872.59",60,99.9,428.79,464.23,17.29999924,4.6
2022-01-31 10:30,586.5,54.6,31.59,391.38,396.28,394.38,22.8,67.4,70.1,36.53,"217,890.09",59.9,99.9,485.1,520.93,21.70000076,5.6
2022-01-31 11:00,569,58.9,33.41,391.48,396.48,394.78,22.6,72.7,75.6,38.98,"217,909.00",59.9,99.9,528.81,559.13,24.79999924,7.5
2022-01-31 11:30,645,47.2,30.66,392.98,397.82,395.88,24.3,62.6,65,34.75,"217,928.50",59.9,99.9,514.24,550.46,25.59999847,9.6
2022-01-31 12:00,629,50.7,31.04,391.83,397.18,395.38,24.3,63.9,66.8,35.4,"217,946.09",59.8,99.9,531.56,567.39,26.09999847,9.9
2022-01-31 12:30,621,50.7,31.22,391.95,397.28,395.38,12.3,68.4,71,34.68,"217,963.00",60.1,99.9,553.22,587.87,22.29999924,9.8
2022-01-31 13:00,583,55.7,32.23,389.12,394.77,393.12,20.5,70.8,72.9,37.29,"217,980.80",59.9,99.9,518.57,554.79,17.59999847,8.7
2022-01-31 13:30,626,47.3,29.54,390.42,395.28,393.68,18.9,64.9,67.1,34.32,"217,998.70",60,99.9,495.34,528.02,17.09999847,7.6
2022-01-31 14:00,573,43.7,25.1,389.86,394.37,392.75,8.6,58.4,59.6,28.75,"218,014.91",59.8,99.9,417.77,444.54,16.29999924,8
2022-01-31 14:30,573,42.2,24.3,390.16,394.83,392.63,14.4,54,56.1,28.27,"218,029.59",60,99.9,409.89,434.31,15.5,9.3
2022-01-31 15:00,600,33.2,19.94,391.41,395.08,393.32,9.5,44.6,46.2,22.81,"218,042.00",59.9,99.9,355.16,375.24,13.79999924,9.1
2022-01-31 15:30,624,23.6,14.87,391.22,394.72,392.62,5.2,33.3,34,16.47,"218,052.00",59.9,99.9,285.08,302.01,11.39999962,9.7
2022-01-31 16:00,604,14.5,8.84,387.64,389.32,387.68,2.2,19.9,20.4,9.53,"218,058.41",59.9,99.9,217.35,229.95,9.700000763,8.2
2022-01-31 16:30,582,7.6,4.52,385.98,387.68,386.28,0.7,11.7,11.9,5.43,"218,062.09",60,99.9,145.69,153.96,6.600000381,7.9
2022-01-31 17:00,638,4.7,3.11,384.28,385.78,384.48,1.1,9.5,9.6,4.49,"218,065.00",60,99.9,84.26,89.78,4.100000381,5.9
2022-01-31 17:30,617,2.9,1.83,385.12,386.12,384.82,1.4,8.8,8.6,4.18,"218,067.00",60,99.9,11.81,14.96,1.5,5.2
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
